timestep,mean_fractional_change,median_fractional_change,lower_bound_p25,upper_bound_p75,mean_cells,median_cells,n_files
1550,0.03324636475990741,0.03571428571428581,0.0,0.08333333333333326,26.732,27.0,250
1600,0.03237746488919265,0.03571428571428581,0.0,0.08000000000000007,26.712,27.0,250
1650,0.0311573224390502,0.03571428571428581,0.0,0.08000000000000007,26.68,26.5,250
1700,0.030692404104566653,0.03571428571428581,0.0,0.08000000000000007,26.668,26.5,250
1750,0.03039040980257235,0.03509852216748777,0.0,0.08000000000000007,26.66,26.0,250
1800,0.030104695516858064,0.03509852216748777,0.0,0.08000000000000007,26.652,26.0,250
1850,0.02718434602071614,0.032258064516129004,0.0,0.08000000000000007,26.576,26.0,250
1900,0.025217110003914904,0.0317540322580645,-0.02027027027027023,0.07692307692307687,26.528,26.0,250
1950,0.02282521717022297,0.03125,-0.03125,0.07692307692307687,26.468,26.0,250
2000,0.021605682650276094,0.0,-0.03200604838709675,0.07692307692307687,26.436,26.0,250
2050,0.02041187016646361,0.0,-0.033333333333333326,0.07692307692307687,26.404,26.0,250
2100,0.019233533873127314,0.0,-0.0357142857142857,0.07692307692307687,26.372,26.0,250
2150,0.016855010164093073,0.0,-0.03703703703703709,0.0762108262108262,26.312,26.0,250
2200,0.014701757490840399,0.0,-0.038461538461538436,0.07407407407407418,26.26,26.0,250
2250,0.012727401926919617,0.0,-0.038461538461538436,0.07023809523809521,26.212,26.0,250
2300,0.011188798682199432,0.0,-0.040000000000000036,0.07023809523809521,26.172,26.0,250
2350,0.008351724735297111,0.0,-0.040000000000000036,0.07023809523809521,26.1,26.0,250
2400,0.006889919873492249,0.0,-0.040000000000000036,0.061544991511035596,26.064,26.0,250
2450,0.005137258621700562,0.0,-0.040000000000000036,0.050000000000000044,26.02,26.0,250
2500,0.003341690021417544,0.0,-0.04124999999999998,0.04940476190476195,25.976,26.0,250
2550,0.0021585449179655357,0.0,-0.04302536231884055,0.04940476190476195,25.944,25.5,250
2600,0.0005967315500352259,0.0,-0.04347826086956519,0.045454545454545414,25.904,25.5,250
2650,-0.0005635573019545493,0.0,-0.04347826086956519,0.045454545454545414,25.872,25.5,250
2700,-0.0026076715358971576,0.0,-0.045454545454545414,0.045454545454545414,25.82,25.0,250
2750,-0.0046932356982604196,0.0,-0.045454545454545414,0.045454545454545414,25.768,25.0,250
2800,-0.0066112042353593916,0.0,-0.045454545454545414,0.04347826086956519,25.72,25.0,250
2850,-0.007781346685501841,0.0,-0.045454545454545414,0.04347826086956519,25.688,25.0,250
2900,-0.009748649591935183,0.0,-0.053040540540540554,0.043025362318840576,25.64,25.0,250
2950,-0.011473840697126288,0.0,-0.05882352941176472,0.04166666666666674,25.596,25.0,250
3000,-0.013287305565591155,0.0,-0.05882352941176472,0.04166666666666674,25.548,25.0,250
3050,-0.016122895702447435,-0.030776515151515138,-0.06666666666666665,0.04166666666666674,25.476,25.0,250
3100,-0.017335197617365447,-0.03125,-0.06839080459770117,0.04166666666666674,25.448,25.0,250
3150,-0.01921874646994656,-0.032258064516129004,-0.07407407407407407,0.040000000000000036,25.404,25.0,250
3200,-0.020844001504766816,-0.033333333333333326,-0.07407407407407407,0.03703703703703698,25.364,25.0,250
3250,-0.022319536225885513,-0.03448275862068961,-0.07692307692307687,0.03703703703703698,25.324,25.0,250
3300,-0.02366091407536681,-0.0357142857142857,-0.07692307692307687,0.03703703703703698,25.288,25.0,250
3350,-0.02490921373866648,-0.0357142857142857,-0.07692307692307687,0.03703703703703698,25.256,25.0,250
3400,-0.02620574387519661,-0.0357142857142857,-0.07923076923076919,0.03703703703703698,25.224,25.0,250
3450,-0.027799653102170356,-0.03703703703703709,-0.07999999999999996,0.03703703703703698,25.184,25.0,250
3500,-0.029459943999012975,-0.03774928774928776,-0.07999999999999996,0.03703703703703698,25.14,25.0,250
3550,-0.030148079898534078,-0.03774928774928776,-0.07999999999999996,0.03670634920634919,25.12,25.0,250
3600,-0.03160033464814177,-0.038461538461538436,-0.08333333333333337,0.03571428571428581,25.084,25.0,250
3650,-0.03298204464875643,-0.038461538461538436,-0.08333333333333337,0.03306451612903233,25.052,25.0,250
3700,-0.034098564051392784,-0.039230769230769236,-0.08333333333333337,0.0,25.024,25.0,250
3750,-0.035085570378399114,-0.040000000000000036,-0.08333333333333337,0.0,25.0,25.0,250
3800,-0.036243142773699694,-0.040000000000000036,-0.08511904761904765,0.0,24.968,25.0,250
3850,-0.03690086534098748,-0.040000000000000036,-0.08511904761904765,0.0,24.952,25.0,250
3900,-0.03745993422908863,-0.04166666666666663,-0.0866459627329193,0.0,24.936,25.0,250
3950,-0.03857184261056223,-0.04166666666666663,-0.08695652173913049,0.0,24.908,25.0,250
4000,-0.03945306030591036,-0.04166666666666663,-0.08791560102301793,0.0,24.884,25.0,250
4050,-0.040207485060335106,-0.04166666666666663,-0.08791560102301793,0.0,24.864,25.0,250
4100,-0.04167839470624476,-0.04257246376811591,-0.09090909090909094,0.0,24.828,25.0,250
4150,-0.04270958964700492,-0.04347826086956519,-0.09486607142857142,0.0,24.8,25.0,250
4200,-0.0589178875629971,-0.06559139784946239,-0.11510989010989015,0.0,24.368,24.0,250
4250,-0.06059803397043692,-0.06559139784946239,-0.11538461538461542,0.0,24.324,24.0,250
4300,-0.06087422444662739,-0.06666666666666665,-0.11538461538461542,0.0,24.316,24.0,250
4350,-0.061817378766596605,-0.067816091954023,-0.11538461538461542,0.0,24.292,24.0,250
4400,-0.06245416327838111,-0.067816091954023,-0.11708144796380093,0.0,24.276,24.0,250
4450,-0.0634883580491276,-0.06896551724137934,-0.11708144796380093,0.0,24.248,24.0,250
4500,-0.06408751148828105,-0.06896551724137934,-0.11708144796380093,0.0,24.232,24.0,250
4550,-0.06454321041301224,-0.06896551724137934,-0.11941176470588236,0.0,24.22,24.0,250
4600,-0.06552166159146341,-0.0714285714285714,-0.12,0.0,24.196,24.0,250
4650,-0.06594862488401068,-0.0714285714285714,-0.12,0.0,24.184,24.0,250
4700,-0.06724511193962818,-0.0714285714285714,-0.12,0.0,24.152,24.0,250
4750,-0.06854176324531175,-0.0714285714285714,-0.12,0.0,24.116,24.0,250
4800,-0.08722445516825629,-0.08695652173913049,-0.14814814814814814,-0.03739316239316243,23.62,24.0,250
4850,-0.08977714238885955,-0.08893280632411071,-0.14814814814814814,-0.038461538461538436,23.552,23.0,250
4900,-0.09206775800720308,-0.09090909090909094,-0.15067340067340065,-0.038461538461538436,23.496,23.0,250
4950,-0.09391978893923401,-0.09090909090909094,-0.15067340067340065,-0.038846153846153836,23.448,23.0,250
5000,-0.09500689978708655,-0.09090909090909094,-0.15067340067340065,-0.040000000000000036,23.416,23.0,250
5050,-0.09698561133138207,-0.09232954545454547,-0.15384615384615385,-0.040000000000000036,23.364,23.0,250
5100,-0.09876001314578389,-0.09523809523809523,-0.15564903846153846,-0.040000000000000036,23.316,23.0,250
5150,-0.0999675332944805,-0.09677419354838712,-0.15748355263157898,-0.040000000000000036,23.284,23.0,250
5200,-0.10098347694815234,-0.09999999999999998,-0.15947368421052635,-0.040000000000000036,23.256,23.0,250
5250,-0.10245198128835761,-0.09999999999999998,-0.16000000000000003,-0.040000000000000036,23.216,23.0,250
5300,-0.103574099460041,-0.10344827586206895,-0.16000000000000003,-0.040000000000000036,23.188,23.0,250
5350,-0.10468840441434597,-0.1043557168784029,-0.16000000000000003,-0.040000000000000036,23.16,23.0,250
5400,-0.10606751556500883,-0.1071428571428571,-0.16666666666666663,-0.040416666666666684,23.124,23.0,250
5450,-0.10688619209184805,-0.1071428571428571,-0.17097701149425287,-0.04211956521739127,23.104,23.0,250
5500,-0.10891227423448191,-0.1071428571428571,-0.1724137931034483,-0.045454545454545414,23.052,23.0,250
5550,-0.11051967544659755,-0.1071428571428571,-0.17353823088455772,-0.045454545454545414,23.012,23.0,250
5600,-0.11306048257050813,-0.11111111111111116,-0.17391304347826086,-0.04599567099567098,22.944,23.0,250
5650,-0.11476898995674371,-0.11538461538461542,-0.17391304347826086,-0.051339285714285754,22.9,23.0,250
5700,-0.11585416736803807,-0.11651583710407243,-0.17391304347826086,-0.051339285714285754,22.872,23.0,250
5750,-0.11758992630561188,-0.11882352941176472,-0.17391304347826086,-0.051339285714285754,22.828,23.0,250
5800,-0.11910764176245778,-0.12,-0.17391304347826086,-0.0714285714285714,22.788,23.0,250
5850,-0.12061789946345716,-0.12,-0.17740683229813667,-0.07407407407407407,22.748,23.0,250
5900,-0.12232627591999629,-0.12,-0.18181818181818177,-0.07407407407407407,22.704,23.0,250
5950,-0.12387010468382507,-0.1206060606060606,-0.18181818181818177,-0.07692307692307687,22.664,23.0,250
6000,-0.12570626166524523,-0.125,-0.18434343434343436,-0.07692307692307687,22.62,22.0,250
6050,-0.12800035037846436,-0.125,-0.18518518518518523,-0.07692307692307687,22.564,22.0,250
6100,-0.12889273761488385,-0.13043478260869568,-0.18518518518518523,-0.07692307692307687,22.54,22.0,250
6150,-0.1295325644547107,-0.1333333333333333,-0.18818818818818817,-0.07692307692307687,22.524,22.0,250
6200,-0.1300833000094785,-0.1333333333333333,-0.18876689189189186,-0.07692307692307687,22.508,22.0,250
6250,-0.13161897012367804,-0.1333333333333333,-0.19015444015444014,-0.07692307692307687,22.468,22.0,250
6300,-0.1336939818772873,-0.1342342342342342,-0.19184981684981683,-0.07999999999999996,22.416,22.0,250
6350,-0.13418349236679775,-0.1342342342342342,-0.1923076923076923,-0.07999999999999996,22.404,22.0,250
6400,-0.135087919149822,-0.13574938574938572,-0.19807692307692304,-0.07999999999999996,22.38,22.0,250
6450,-0.13614103624206952,-0.13636363636363635,-0.19999999999999996,-0.07999999999999996,22.352,22.0,250
6500,-0.1371868110993961,-0.13636363636363635,-0.19999999999999996,-0.07999999999999996,22.324,22.0,250
6550,-0.13836176495435,-0.13714733542319751,-0.19999999999999996,-0.07999999999999996,22.292,22.0,250
6600,-0.13946433896648922,-0.13793103448275867,-0.19999999999999996,-0.07999999999999996,22.264,22.0,250
6650,-0.14017764824591541,-0.1428571428571429,-0.19999999999999996,-0.07999999999999996,22.244,22.0,250
6700,-0.14130128756955473,-0.1428571428571429,-0.19999999999999996,-0.08423913043478265,22.216,22.0,250
6750,-0.1423427007800002,-0.1428571428571429,-0.19999999999999996,-0.08695652173913049,22.188,22.0,250
6800,-0.1440968605031922,-0.1428571428571429,-0.20517241379310341,-0.08695652173913049,22.14,22.0,250
6850,-0.14483725502815192,-0.1428571428571429,-0.2079741379310345,-0.08695652173913049,22.12,22.0,250
6900,-0.1456038603793225,-0.1428571428571429,-0.20833333333333337,-0.08695652173913049,22.1,22.0,250
6950,-0.1467112415069668,-0.1428571428571429,-0.20833333333333337,-0.08695652173913049,22.072,22.0,250
7000,-0.14754023917596445,-0.1428571428571429,-0.21117424242424246,-0.08695652173913049,22.052,22.0,250
7050,-0.14840050853623382,-0.1428571428571429,-0.21374458874458876,-0.0879446640316206,22.032,22.0,250
7100,-0.15001544681675608,-0.14814814814814814,-0.21374458874458876,-0.09090909090909094,21.988,22.0,250
7150,-0.15135054264088416,-0.14814814814814814,-0.21739130434782605,-0.0916193181818182,21.952,22.0,250
7200,-0.15172091301125454,-0.14814814814814814,-0.21739130434782605,-0.0916193181818182,21.944,22.0,250
7250,-0.15248161460850787,-0.14814814814814814,-0.21739130434782605,-0.0916193181818182,21.924,22.0,250
7300,-0.15343198016499035,-0.14814814814814814,-0.2222222222222222,-0.0916193181818182,21.9,22.0,250
7350,-0.16880458683103672,-0.16666666666666663,-0.23076923076923073,-0.10344827586206895,21.496,21.0,250
7400,-0.16965497241570224,-0.16666666666666663,-0.23076923076923073,-0.1057330827067669,21.472,21.0,250
7450,-0.18398584085556902,-0.18834459459459457,-0.2478448275862069,-0.125,21.092,21.0,250
7500,-0.18430790204719544,-0.1898326898326898,-0.2478448275862069,-0.125,21.084,21.0,250
7550,-0.18536966184550693,-0.1898326898326898,-0.25,-0.125,21.056,21.0,250
7600,-0.18704078256080914,-0.19139194139194138,-0.25,-0.13043478260869568,21.012,21.0,250
7650,-0.18861146258884207,-0.19139194139194138,-0.25,-0.13043478260869568,20.972,21.0,250
7700,-0.1897161379135174,-0.19139194139194138,-0.25,-0.13043478260869568,20.944,21.0,250
7750,-0.19081969961363085,-0.1923076923076923,-0.25,-0.13043478260869568,20.916,21.0,250
7800,-0.1932893348173965,-0.1923076923076923,-0.25783410138248847,-0.13115942028985508,20.856,21.0,250
7850,-0.1946017693393962,-0.1923076923076923,-0.25806451612903225,-0.13115942028985508,20.824,21.0,250
7900,-0.19595675814921337,-0.1967741935483871,-0.25896057347670254,-0.13409090909090907,20.792,21.0,250
7950,-0.19783211834923037,-0.19999999999999996,-0.26046698872785834,-0.13636363636363635,20.748,21.0,250
8000,-0.19936891276462226,-0.19999999999999996,-0.26086956521739135,-0.13636363636363635,20.708,21.0,250
8050,-0.20101345821528463,-0.19999999999999996,-0.26086956521739135,-0.13793103448275867,20.668,21.0,250
8100,-0.20256955166497556,-0.19999999999999996,-0.26086956521739135,-0.13916256157635473,20.628,21.0,250
8150,-0.20422579023733106,-0.19999999999999996,-0.26086956521739135,-0.1428571428571429,20.584,21.0,250
8200,-0.20601618149942325,-0.19999999999999996,-0.26086956521739135,-0.1428571428571429,20.536,21.0,250
8250,-0.20741875551156247,-0.19999999999999996,-0.26086956521739135,-0.1428571428571429,20.5,20.5,250
8300,-0.20909196063976762,-0.19999999999999996,-0.26086956521739135,-0.14814814814814814,20.456,20.0,250
8350,-0.21089488390035957,-0.19999999999999996,-0.26086956521739135,-0.15000000000000002,20.408,20.0,250
8400,-0.21343918895534678,-0.20761494252873564,-0.2657894736842106,-0.15096153846153848,20.344,20.0,250
8450,-0.2148630476853224,-0.20833333333333337,-0.2666666666666667,-0.15384615384615385,20.308,20.0,250
8500,-0.21579024345251818,-0.20833333333333337,-0.2666666666666667,-0.1544471153846154,20.284,20.0,250
8550,-0.2169659823432571,-0.21130952380952384,-0.2666666666666667,-0.15666118421052633,20.252,20.0,250
8600,-0.21864444083739776,-0.2142857142857143,-0.2692307692307693,-0.16000000000000003,20.212,20.0,250
8650,-0.22019651896860631,-0.2142857142857143,-0.2718531468531469,-0.16000000000000003,20.176,20.0,250
8700,-0.22136348988014243,-0.2142857142857143,-0.2727272727272727,-0.16000000000000003,20.144,20.0,250
8750,-0.22270097239762496,-0.2142857142857143,-0.2781818181818182,-0.16000000000000003,20.112,20.0,250
8800,-0.22384478192143448,-0.2142857142857143,-0.28,-0.16000000000000003,20.084,20.0,250
8850,-0.2244557709324235,-0.21583850931677018,-0.28,-0.16000000000000003,20.068,20.0,250
8900,-0.22578146893812148,-0.21807065217391303,-0.28,-0.16000000000000003,20.036,20.0,250
8950,-0.22602075465240723,-0.21807065217391303,-0.28428571428571425,-0.16000000000000003,20.028,20.0,250
9000,-0.22788218929619478,-0.2222222222222222,-0.2901785714285714,-0.16000000000000003,19.984,20.0,250
9050,-0.2286190441080496,-0.22474747474747475,-0.2901785714285714,-0.16000000000000003,19.964,20.0,250
9100,-0.23017882537599357,-0.2272727272727273,-0.29166666666666663,-0.16000000000000003,19.924,20.0,250
9150,-0.23076030685747503,-0.2272727272727273,-0.29513888888888884,-0.16000000000000003,19.908,20.0,250
9200,-0.23302226957586888,-0.23076923076923073,-0.30227272727272725,-0.1626344086021505,19.848,20.0,250
9250,-0.23374243374124176,-0.23076923076923073,-0.303030303030303,-0.1626344086021505,19.828,20.0,250
9300,-0.23465230683111485,-0.23076923076923073,-0.303030303030303,-0.1626344086021505,19.804,20.0,250
9350,-0.2352856401644482,-0.23076923076923073,-0.303030303030303,-0.16666666666666663,19.788,20.0,250
9400,-0.23616479721123496,-0.23076923076923073,-0.303030303030303,-0.16666666666666663,19.764,20.0,250
9450,-0.23695320739619688,-0.232051282051282,-0.303030303030303,-0.16810344827586204,19.744,20.0,250
9500,-0.23779246506103852,-0.23333333333333328,-0.303030303030303,-0.1724137931034483,19.724,20.0,250
9550,-0.23861193892051238,-0.23333333333333328,-0.303030303030303,-0.1724137931034483,19.704,20.0,250
9600,-0.26350525104731864,-0.2592592592592593,-0.33333333333333337,-0.1942307692307692,19.052,19.0,250
9650,-0.26410209512527966,-0.2592592592592593,-0.33333333333333337,-0.1942307692307692,19.036,19.0,250
9700,-0.2647364540996386,-0.2592592592592593,-0.33333333333333337,-0.1942307692307692,19.02,19.0,250
9750,-0.26534621758299953,-0.2592592592592593,-0.33333333333333337,-0.19999999999999996,19.004,19.0,250
9800,-0.2668699394835364,-0.2592592592592593,-0.33333333333333337,-0.19999999999999996,18.964,19.0,250
9850,-0.2779569550314343,-0.2692307692307693,-0.34707646176911544,-0.20725574712643677,18.668,19.0,250
9900,-0.2788421876532186,-0.270979020979021,-0.34707646176911544,-0.20833333333333337,18.644,19.0,250
9950,-0.2799842316114391,-0.270979020979021,-0.3504700352526439,-0.21146616541353383,18.612,19.0,250
10000,-0.28030423161143914,-0.2727272727272727,-0.3504700352526439,-0.21146616541353383,18.604,19.0,250
10050,-0.28144523704958024,-0.2727272727272727,-0.35254372019077895,-0.2142857142857143,18.572,19.0,250
10100,-0.2830164652501038,-0.2727272727272727,-0.35254372019077895,-0.21773097826086954,18.532,19.0,250
10150,-0.2836126557262943,-0.274294670846395,-0.35254372019077895,-0.21875,18.516,19.0,250
10200,-0.28439754916192944,-0.27793103448275863,-0.35254372019077895,-0.21875,18.496,19.0,250
10250,-0.2855330175785148,-0.28,-0.35254372019077895,-0.21961805555555555,18.468,19.0,250
10300,-0.28584686373236096,-0.28,-0.35254372019077895,-0.21961805555555555,18.46,19.0,250
10350,-0.2864425626570921,-0.28,-0.35254372019077895,-0.21961805555555555,18.444,19.0,250
10400,-0.2870573774719069,-0.28285714285714286,-0.35254372019077895,-0.21961805555555555,18.428,19.0,250
10450,-0.28842867035819986,-0.2857142857142857,-0.35656682027649766,-0.2222222222222222,18.392,19.0,250
10500,-0.2894644517088095,-0.2857142857142857,-0.35928571428571426,-0.2222222222222222,18.368,19.0,250
10550,-0.2915276271186859,-0.2857142857142857,-0.36,-0.2222222222222222,18.316,19.0,250
10600,-0.2930624447291857,-0.2857142857142857,-0.36363636363636365,-0.2222222222222222,18.276,18.0,250
10650,-0.2942041775932715,-0.2880184331797235,-0.36363636363636365,-0.2222222222222222,18.248,18.0,250
10700,-0.2948922570744544,-0.29099462365591394,-0.3666666666666667,-0.22311827956989247,18.228,18.0,250
10750,-0.29611427172646904,-0.29099462365591394,-0.3666666666666667,-0.2272727272727273,18.196,18.0,250
10800,-0.29830592250768506,-0.29166666666666663,-0.3679824561403509,-0.2272727272727273,18.14,18.0,250
10850,-0.30021731370519317,-0.2962962962962963,-0.3679824561403509,-0.23076923076923073,18.092,18.0,250
10900,-0.3017510135140422,-0.2962962962962963,-0.3679824561403509,-0.2345238095238095,18.052,18.0,250
10950,-0.30339290904033134,-0.2962962962962963,-0.3679824561403509,-0.23809523809523814,18.012,18.0,250
11000,-0.30518605802959725,-0.30000000000000004,-0.3679824561403509,-0.24,17.964,18.0,250
11050,-0.30595419840385457,-0.30000000000000004,-0.3698830409356725,-0.24,17.944,18.0,250
11100,-0.3070203764790649,-0.30000000000000004,-0.37037037037037035,-0.24,17.916,18.0,250
11150,-0.30783056815741927,-0.30000000000000004,-0.37037037037037035,-0.24,17.896,18.0,250
11200,-0.3087782090591906,-0.3021739130434783,-0.37037037037037035,-0.24,17.872,18.0,250
11250,-0.30919585611801415,-0.3021739130434783,-0.37037037037037035,-0.2403448275862069,17.86,18.0,250
11300,-0.309935425727149,-0.30368906455862976,-0.37037037037037035,-0.2403448275862069,17.84,18.0,250
11350,-0.3115995819556988,-0.30368906455862976,-0.37410714285714286,-0.24353448275862072,17.8,18.0,250
11400,-0.3124991346213684,-0.30368906455862976,-0.37410714285714286,-0.25,17.776,18.0,250
11450,-0.31329206391429765,-0.30368906455862976,-0.375,-0.25,17.756,18.0,250
11500,-0.3139432044404382,-0.30368906455862976,-0.375,-0.25,17.74,18.0,250
11550,-0.31462684080407455,-0.30368906455862976,-0.375,-0.25,17.724,18.0,250
11600,-0.315932918558848,-0.30434782608695654,-0.375,-0.25,17.692,18.0,250
11650,-0.3169262592887404,-0.3060200668896321,-0.375,-0.25,17.664,18.0,250
11700,-0.31752481535632876,-0.3060200668896321,-0.3782327586206896,-0.2592592592592593,17.648,18.0,250
11750,-0.3183534060249194,-0.3076923076923077,-0.3805418719211823,-0.2592592592592593,17.628,18.0,250
11800,-0.3190583516250142,-0.3076923076923077,-0.3805418719211823,-0.2592592592592593,17.608,18.0,250
11850,-0.31981002125168384,-0.3090185676392573,-0.38095238095238093,-0.2592592592592593,17.588,18.0,250
11900,-0.32112587297634176,-0.3114224137931034,-0.38369963369963367,-0.2592592592592593,17.552,18.0,250
11950,-0.3214981673486362,-0.3114224137931034,-0.3846153846153846,-0.2592592592592593,17.544,18.0,250
12000,-0.32231259321262723,-0.3125,-0.3846153846153846,-0.2640350877192983,17.524,18.0,250
12050,-0.32341976492591595,-0.3153409090909091,-0.3846153846153846,-0.2666666666666667,17.496,18.0,250
12100,-0.32480931174738087,-0.31818181818181823,-0.3870967741935484,-0.2666666666666667,17.464,18.0,250
12150,-0.32614753766619076,-0.31818181818181823,-0.3870967741935484,-0.2666666666666667,17.428,18.0,250
12200,-0.3264613838200369,-0.31818181818181823,-0.3870967741935484,-0.2666666666666667,17.42,18.0,250
12250,-0.32801232177097484,-0.31999999999999995,-0.3870967741935484,-0.2666666666666667,17.38,18.0,250
12300,-0.32860080225600713,-0.31999999999999995,-0.3870967741935484,-0.26730769230769236,17.364,18.0,250
12350,-0.3288975055527104,-0.31999999999999995,-0.3870967741935484,-0.26730769230769236,17.356,18.0,250
12400,-0.3296677148924849,-0.3214285714285714,-0.3902524544179523,-0.26730769230769236,17.336,18.0,250
12450,-0.33136709014686017,-0.3214285714285714,-0.3902524544179523,-0.2727272727272727,17.292,18.0,250
12500,-0.33254738070215073,-0.32258064516129037,-0.3902524544179523,-0.2727272727272727,17.26,18.0,250
12550,-0.33380121438054966,-0.32345248474280736,-0.3913043478260869,-0.2727272727272727,17.228,17.5,250
12600,-0.334404063749516,-0.32882882882882886,-0.3913043478260869,-0.2727272727272727,17.212,17.5,250
12650,-0.33512840237385455,-0.32882882882882886,-0.3913043478260869,-0.27586206896551724,17.192,17.5,250
12700,-0.3364374501681655,-0.33333333333333337,-0.4,-0.28,17.16,17.0,250
12750,-0.3371021467618944,-0.33333333333333337,-0.4,-0.28,17.144,17.0,250
12800,-0.3374466705714182,-0.33333333333333337,-0.4,-0.28,17.136,17.0,250
12850,-0.33839900249278243,-0.33333333333333337,-0.4,-0.28,17.112,17.0,250
12900,-0.3391176643804765,-0.33333333333333337,-0.4,-0.28,17.092,17.0,250
12950,-0.33987227634868594,-0.33333333333333337,-0.4,-0.28,17.072,17.0,250
13000,-0.3410668909894175,-0.33333333333333337,-0.4,-0.2803125,17.044,17.0,250
13050,-0.3418163401354184,-0.33333333333333337,-0.4046875,-0.2803125,17.024,17.0,250
13100,-0.34255928681836506,-0.33333333333333337,-0.4046875,-0.28125,17.004,17.0,250
13150,-0.34332634800999146,-0.33333333333333337,-0.40625,-0.2823660714285714,16.984,17.0,250
13200,-0.34394401996766344,-0.33333333333333337,-0.40625,-0.2823660714285714,16.968,17.0,250
13250,-0.3445578661215096,-0.33333333333333337,-0.40867003367003363,-0.2857142857142857,16.952,17.0,250
13300,-0.3455407099443535,-0.3449519230769231,-0.40867003367003363,-0.2857142857142857,16.928,17.0,250
13350,-0.3466972334208769,-0.3449519230769231,-0.41594827586206895,-0.2857142857142857,16.896,17.0,250
13400,-0.34743323889343414,-0.34615384615384615,-0.41594827586206895,-0.2857142857142857,16.876,17.0,250
13450,-0.3590770178077281,-0.3571428571428571,-0.42719780219780223,-0.29282407407407407,16.568,17.0,250
13500,-0.35967934881005914,-0.3571428571428571,-0.42719780219780223,-0.2962962962962963,16.552,17.0,250
13550,-0.3602988572585999,-0.3571428571428571,-0.42719780219780223,-0.2962962962962963,16.536,17.0,250
13600,-0.36105655048532537,-0.3571428571428571,-0.42719780219780223,-0.2962962962962963,16.516,17.0,250
13650,-0.36194349546882204,-0.35857142857142854,-0.4285714285714286,-0.30000000000000004,16.492,17.0,250
13700,-0.3625948374601641,-0.35857142857142854,-0.4285714285714286,-0.30000000000000004,16.476,17.0,250
13750,-0.3633799479818263,-0.35857142857142854,-0.4285714285714286,-0.30000000000000004,16.456,17.0,250
13800,-0.36459686857374685,-0.36,-0.4368206521739131,-0.30000000000000004,16.424,17.0,250
13850,-0.3655675518035606,-0.36,-0.4368206521739131,-0.30000000000000004,16.4,17.0,250
13900,-0.36629086871653266,-0.36,-0.4368206521739131,-0.30000000000000004,16.38,17.0,250
13950,-0.3681164993821633,-0.36,-0.4375,-0.3007575757575758,16.336,17.0,250
14000,-0.3694090972977526,-0.3618181818181818,-0.43937499999999996,-0.3033596837944664,16.304,17.0,250
14050,-0.37051801734322437,-0.3618181818181818,-0.43999999999999995,-0.30434782608695654,16.276,17.0,250
