timestep,mean_fractional_change,median_fractional_change,p25_fractional_change,p75_fractional_change,iqr_fractional_change,n_files
12050,-0.32341976492591595,-0.3153409090909091,-0.3846153846153846,-0.2666666666666667,0.11794871794871786,250
12100,-0.32480931174738087,-0.31818181818181823,-0.3870967741935484,-0.2666666666666667,0.12043010752688166,250
12150,-0.32614753766619076,-0.31818181818181823,-0.3870967741935484,-0.2666666666666667,0.12043010752688166,250
12200,-0.3264613838200369,-0.31818181818181823,-0.3870967741935484,-0.2666666666666667,0.12043010752688166,250
12250,-0.32801232177097484,-0.31999999999999995,-0.3870967741935484,-0.2666666666666667,0.12043010752688166,250
12300,-0.32860080225600713,-0.31999999999999995,-0.3870967741935484,-0.26730769230769236,0.11978908188585602,250
12350,-0.3288975055527104,-0.31999999999999995,-0.3870967741935484,-0.26730769230769236,0.11978908188585602,250
12400,-0.3296677148924849,-0.3214285714285714,-0.3902524544179523,-0.26730769230769236,0.12294476211025995,250
12450,-0.33136709014686017,-0.3214285714285714,-0.3902524544179523,-0.2727272727272727,0.1175251816906796,250
12500,-0.33254738070215073,-0.32258064516129037,-0.3902524544179523,-0.2727272727272727,0.1175251816906796,250
12550,-0.33380121438054966,-0.32345248474280736,-0.3913043478260869,-0.2727272727272727,0.11857707509881421,250
12600,-0.334404063749516,-0.32882882882882886,-0.3913043478260869,-0.2727272727272727,0.11857707509881421,250
12650,-0.33512840237385455,-0.32882882882882886,-0.3913043478260869,-0.27586206896551724,0.11544227886056968,250
12700,-0.3364374501681655,-0.33333333333333337,-0.4,-0.28,0.12,250
12750,-0.3371021467618944,-0.33333333333333337,-0.4,-0.28,0.12,250
12800,-0.3374466705714182,-0.33333333333333337,-0.4,-0.28,0.12,250
12850,-0.33839900249278243,-0.33333333333333337,-0.4,-0.28,0.12,250
12900,-0.3391176643804765,-0.33333333333333337,-0.4,-0.28,0.12,250
12950,-0.33987227634868594,-0.33333333333333337,-0.4,-0.28,0.12,250
13000,-0.3410668909894175,-0.33333333333333337,-0.4,-0.2803125,0.1196875,250
13050,-0.3418163401354184,-0.33333333333333337,-0.4046875,-0.2803125,0.12437499999999996,250
13100,-0.34255928681836506,-0.33333333333333337,-0.4046875,-0.28125,0.12343749999999998,250
13150,-0.34332634800999146,-0.33333333333333337,-0.40625,-0.2823660714285714,0.1238839285714286,250
13200,-0.34394401996766344,-0.33333333333333337,-0.40625,-0.2823660714285714,0.1238839285714286,250
13250,-0.3445578661215096,-0.33333333333333337,-0.40867003367003363,-0.2857142857142857,0.12295574795574793,250
13300,-0.3455407099443535,-0.3449519230769231,-0.40867003367003363,-0.2857142857142857,0.12295574795574793,250
13350,-0.3466972334208769,-0.3449519230769231,-0.41594827586206895,-0.2857142857142857,0.13023399014778325,250
13400,-0.34743323889343414,-0.34615384615384615,-0.41594827586206895,-0.2857142857142857,0.13023399014778325,250
13450,-0.3590770178077281,-0.3571428571428571,-0.42719780219780223,-0.29282407407407407,0.13437372812372816,250
13500,-0.35967934881005914,-0.3571428571428571,-0.42719780219780223,-0.2962962962962963,0.13090150590150595,250
13550,-0.3602988572585999,-0.3571428571428571,-0.42719780219780223,-0.2962962962962963,0.13090150590150595,250
13600,-0.36105655048532537,-0.3571428571428571,-0.42719780219780223,-0.2962962962962963,0.13090150590150595,250
13650,-0.36194349546882204,-0.35857142857142854,-0.4285714285714286,-0.30000000000000004,0.12857142857142856,250
13700,-0.3625948374601641,-0.35857142857142854,-0.4285714285714286,-0.30000000000000004,0.12857142857142856,250
13750,-0.3633799479818263,-0.35857142857142854,-0.4285714285714286,-0.30000000000000004,0.12857142857142856,250
13800,-0.36459686857374685,-0.36,-0.4368206521739131,-0.30000000000000004,0.13682065217391304,250
