timestep,mean_fractional_change,median_fractional_change,lower_bound_p25,upper_bound_p75,mean_cells,median_cells,n_files
1550,0.07930682198442489,0.07692307692307687,0.03739316239316237,0.125,27.964,28.0,250
1600,0.08056269117120711,0.07692307692307687,0.03846153846153855,0.125,28.0,28.0,250
1650,0.08094096577134033,0.08000000000000007,0.03846153846153855,0.125,28.012,28.0,250
1700,0.08305691198501447,0.0805405405405406,0.03846153846153855,0.13008415147265073,28.064,28.0,250
1750,0.08525079726652945,0.08333333333333326,0.03846153846153855,0.1333333333333333,28.12,28.0,250
1800,0.08722285936942294,0.08452380952380945,0.03846153846153855,0.13636363636363646,28.172,28.0,250
1850,0.07484599589156513,0.07549857549857553,0.030679513184584117,0.13043478260869557,27.852,28.0,250
1900,0.0610311041158681,0.06666666666666665,0.0,0.125,27.496,27.0,250
1950,0.04933904690073743,0.045454545454545414,0.0,0.1071428571428572,27.204,27.0,250
2000,0.03998670241142145,0.04166666666666674,0.0,0.10000000000000009,26.964,27.0,250
2050,0.027935175050295018,0.03703703703703698,-0.03419540229885054,0.08511904761904754,26.66,26.0,250
2100,0.0203101648971601,0.03125,-0.040000000000000036,0.08000000000000007,26.464,26.0,250
2150,0.00628142808309657,0.0,-0.04166666666666663,0.0714285714285714,26.108,26.0,250
2200,-0.0049087898120609786,0.0,-0.06388888888888888,0.06612903225806449,25.824,25.0,250
2250,-0.014664914440956448,0.0,-0.07692307692307687,0.04707792207792211,25.58,25.0,250
2300,-0.024404820300627215,0.0,-0.08250000000000002,0.041250000000000064,25.34,25.0,250
2350,-0.033335512909272974,-0.03390804597701147,-0.09090909090909094,0.03846153846153855,25.112,25.0,250
2400,-0.04332610489187414,-0.038461538461538436,-0.09999999999999998,0.0,24.856,25.0,250
2450,-0.051044403409017794,-0.04347826086956519,-0.11538461538461542,0.0,24.66,24.5,250
2500,-0.05825434034057851,-0.04761904761904767,-0.12090909090909091,0.0,24.472,24.0,250
2550,-0.06541223307726934,-0.06350806451612906,-0.125,0.0,24.292,24.0,250
2600,-0.07199458370228783,-0.07275132275132273,-0.13636363636363635,0.0,24.124,24.0,250
2650,-0.07849929152526933,-0.0805405405405405,-0.1428571428571429,0.0,23.956,24.0,250
2700,-0.08356805899077636,-0.08333333333333337,-0.15242165242165243,0.0,23.824,24.0,250
2750,-0.08874984907362204,-0.08695652173913049,-0.15384615384615385,0.0,23.692,23.0,250
2800,-0.09513539018439567,-0.09090909090909094,-0.16000000000000003,-0.028781512605042026,23.532,23.0,250
2850,-0.10048245401484741,-0.09232954545454547,-0.17353823088455772,-0.032526881720430084,23.396,23.0,250
2900,-0.10514523574641475,-0.09999999999999998,-0.17391304347826086,-0.032526881720430084,23.276,23.0,250
2950,-0.10997375056154084,-0.10344827586206895,-0.18181818181818177,-0.034790640394088634,23.144,23.0,250
3000,-0.11655249077493082,-0.11538461538461542,-0.19015444015444014,-0.03703703703703709,22.976,23.0,250
3050,-0.1228871176607254,-0.11882352941176472,-0.1923076923076923,-0.038461538461538436,22.816,22.5,250
3100,-0.128430732807998,-0.12,-0.19999999999999996,-0.040000000000000036,22.68,22.5,250
3150,-0.13280274773042527,-0.1225,-0.2147937411095306,-0.040000000000000036,22.568,22.0,250
3200,-0.13752816624341427,-0.125,-0.2222222222222222,-0.04347826086956519,22.444,22.0,250
3250,-0.1420475576026383,-0.1333333333333333,-0.2272727272727273,-0.04659090909090907,22.336,22.0,250
3300,-0.14503856861114633,-0.13636363636363635,-0.23076923076923073,-0.061079545454545414,22.264,22.0,250
3350,-0.1492328363914982,-0.1428571428571429,-0.23952380952380953,-0.06451612903225812,22.156,22.0,250
3400,-0.15407979717562353,-0.1428571428571429,-0.24,-0.07692307692307687,22.036,22.0,250
3450,-0.15679537146719416,-0.1428571428571429,-0.2424324324324324,-0.07769230769230764,21.968,22.0,250
3500,-0.15791590360039498,-0.1428571428571429,-0.2424324324324324,-0.07769230769230764,21.936,22.0,250
3550,-0.16225504745585087,-0.1428571428571429,-0.25,-0.07999999999999996,21.828,22.0,250
3600,-0.16447629729123145,-0.1428571428571429,-0.2483108108108108,-0.08083333333333331,21.772,21.5,250
3650,-0.16562385496405732,-0.14907407407407408,-0.25,-0.08423913043478265,21.748,21.5,250
3700,-0.16778138273457618,-0.15384615384615385,-0.25,-0.08727621483375964,21.696,22.0,250
3750,-0.1696171020647559,-0.16000000000000003,-0.25,-0.08727621483375964,21.652,21.0,250
3800,-0.17281352345491036,-0.16000000000000003,-0.25,-0.0916193181818182,21.572,21.0,250
3850,-0.19774336373568394,-0.18518518518518523,-0.27507836990595613,-0.11538461538461542,20.9,21.0,250
3900,-0.19848468600259017,-0.18518518518518523,-0.27507836990595613,-0.11538461538461542,20.88,21.0,250
3950,-0.19943652112399052,-0.18783068783068785,-0.27507836990595613,-0.11538461538461542,20.856,21.0,250
4000,-0.20039308814614154,-0.19047619047619047,-0.2781818181818182,-0.11538461538461542,20.828,21.0,250
4050,-0.2012645874866731,-0.19139194139194138,-0.28,-0.11595022624434392,20.804,21.0,250
4100,-0.20145506367714933,-0.19139194139194138,-0.28,-0.11595022624434392,20.8,21.0,250
4150,-0.20261696314596697,-0.1923076923076923,-0.28,-0.11823529411764708,20.772,20.0,250
4200,-0.20312225415125795,-0.1923076923076923,-0.28428571428571425,-0.11823529411764708,20.76,20.0,250
4250,-0.20400681384655933,-0.19615384615384612,-0.28428571428571425,-0.12,20.736,20.0,250
4300,-0.20508081151555702,-0.19999999999999996,-0.2857142857142857,-0.12,20.708,20.0,250
4350,-0.2058032141129596,-0.19999999999999996,-0.2857142857142857,-0.12,20.688,20.0,250
4400,-0.20630478151107876,-0.19999999999999996,-0.2857142857142857,-0.12,20.676,20.0,250
4450,-0.20674978151107873,-0.19999999999999996,-0.2857142857142857,-0.12125,20.664,20.0,250
4500,-0.20700603776733498,-0.19999999999999996,-0.2857142857142857,-0.12125,20.656,20.0,250
4550,-0.20733270443400165,-0.19999999999999996,-0.2891705069124424,-0.12125,20.648,20.0,250
4600,-0.20804557851644098,-0.19999999999999996,-0.29133064516129026,-0.12125,20.632,20.0,250
4650,-0.2089397881857998,-0.19999999999999996,-0.29513888888888884,-0.12125,20.608,20.0,250
4700,-0.2092307934768051,-0.19999999999999996,-0.2962962962962963,-0.12125,20.6,20.0,250
4750,-0.21075925455886366,-0.19999999999999996,-0.2962962962962963,-0.125,20.56,20.0,250
4800,-0.23239111807795576,-0.2272727272727273,-0.3195454545454545,-0.15384615384615385,19.984,20.0,250
4850,-0.23391613152666485,-0.23076923076923073,-0.31999999999999995,-0.15384615384615385,19.944,20.0,250
4900,-0.23551628129637983,-0.232051282051282,-0.31999999999999995,-0.15384615384615385,19.904,20.0,250
4950,-0.2363981121284194,-0.23431372549019608,-0.31999999999999995,-0.15384615384615385,19.88,20.0,250
